sentence #,word,tag
sentence 1284,Hà_Nội,I-ORGANIZATION
sentence 1284,Nguyễn_Đức_Chung,O
sentence 1284,.,O
sentence 1285,Cả,O
sentence 1285,4,O
sentence 1285,bệnh_nhân,O
sentence 1285,mới,O
sentence 1285,ở,O
sentence 1285,TP,B-LOCATION
sentence 1285,HCM,I-LOCATION
sentence 1285,đều,O
sentence 1285,liên_quan,O
sentence 1285,đến,O
sentence 1285,quán,B-LOCATION
sentence 1285,bar,I-LOCATION
sentence 1285,Buddha,I-LOCATION
sentence 1285,-,O
sentence 1285,nơi,O
sentence 1285,đến,O
sentence 1285,của,O
sentence 1285,các,O
sentence 1285,ca,O
sentence 1285,bệnh,O
sentence 1285,91,B-PATIENT_ID
sentence 1285,",",O
sentence 1285,97,B-PATIENT_ID
sentence 1285,",",O
sentence 1285,98,B-PATIENT_ID
sentence 1285,",",O
sentence 1285,120,B-PATIENT_ID
sentence 1285,.,O
sentence 1286,Ngày,O
sentence 1286,13,B-DATE
sentence 1286,-,I-DATE
sentence 1286,8,I-DATE
sentence 1286,",",O
sentence 1286,bệnh_nhân,O
sentence 1286,được,O
sentence 1286,lấy,O
sentence 1286,mẫu,O
sentence 1286,gửi,O
sentence 1286,Viện,B-ORGANIZATION
sentence 1286,Vệ_sinh,I-ORGANIZATION
sentence 1286,dịch_tễ,I-ORGANIZATION
sentence 1286,trung_ương,I-ORGANIZATION
sentence 1286,xét_nghiệm,O
sentence 1286,",",O
sentence 1286,kết_quả,O
sentence 1286,ngày,O
sentence 1286,14,B-DATE
sentence 1286,-,I-DATE
sentence 1286,8,I-DATE
sentence 1286,bệnh_nhân,O
sentence 1286,dương_tính,O
sentence 1286,với,O
sentence 1286,virus,O
sentence 1286,SARS,O
sentence 1286,-,O
sentence 1286,CoV,O
sentence 1286,-,O
sentence 1286,2,O
sentence 1286,.,O
sentence 1287,Ông,O
sentence 1287,Hoàng,O
sentence 1287,Đức_Hạnh,O
sentence 1287,",",O
sentence 1287,Phó,O
sentence 1287,giám_đốc,O
sentence 1287,Sở,B-ORGANIZATION
sentence 1287,Y_tế,I-ORGANIZATION
sentence 1287,Hà_Nội,I-ORGANIZATION
sentence 1287,nói,O
sentence 1287,",",O
sentence 1287,đến,O
sentence 1287,14h,O
sentence 1287,ngày,O
sentence 1287,8/4,B-DATE
sentence 1287,",",O
sentence 1287,Hà_Nội,B-LOCATION
sentence 1287,có,O
sentence 1287,102,O
sentence 1287,ca,O
sentence 1287,nhiễm,O
sentence 1287,nCoV,O
sentence 1287,.,O
sentence 1288,Trung_tâm,B-ORGANIZATION
sentence 1288,Kiểm_soát,I-ORGANIZATION
sentence 1288,dịch_bệnh,I-ORGANIZATION
sentence 1288,Quảng_Ngãi,I-ORGANIZATION
sentence 1288,đề_nghị,O
sentence 1288,những,O
sentence 1288,hành_khách,O
sentence 1288,đi,O
sentence 1288,xe,B-ORGANIZATION
sentence 1288,Thanh_Hường,I-ORGANIZATION
sentence 1288,cùng,O
sentence 1288,chuyến,O
sentence 1288,với,O
sentence 1288,bệnh_nhân,O
sentence 1288,419,B-PATIENT_ID
sentence 1288,chủ_động,O
sentence 1288,liên_hệ,O
sentence 1288,với,O
sentence 1288,Trung_tâm,B-ORGANIZATION
sentence 1288,kiểm_soát,I-ORGANIZATION
sentence 1288,bệnh_tật,I-ORGANIZATION
sentence 1288,Quảng_Ngãi,I-ORGANIZATION
sentence 1288,hoặc,O
sentence 1288,trung_tâm,O
sentence 1288,y_tế,O
sentence 1288,gần,O
sentence 1288,nhất,O
sentence 1288,để,O
sentence 1288,được,O
sentence 1288,hỗ_trợ,O
sentence 1288,y_tế,O
sentence 1288,.,O
sentence 1289,Theo,O
sentence 1289,ông,O
sentence 1289,Ánh,O
sentence 1289,",",O
sentence 1289,ngày,O
sentence 1289,4,B-DATE
sentence 1289,-,I-DATE
sentence 1289,4,I-DATE
sentence 1289,vừa_qua,O
sentence 1289,ông,O
sentence 1289,Q.Q.T.,B-NAME
sentence 1289,(,O
sentence 1289,ở,O
sentence 1289,Mê_Linh,B-LOCATION
sentence 1289,",",O
sentence 1289,hiện,O
sentence 1289,là,O
sentence 1289,bệnh_nhân,O
sentence 1289,COVID,O
sentence 1289,-,O
sentence 1289,19,O
sentence 1289,số,O
sentence 1289,243,B-PATIENT_ID
sentence 1289,),O
sentence 1289,đã,O
sentence 1289,đưa,O
sentence 1289,người_thân,O
sentence 1289,đến,O
sentence 1289,Bệnh_viện,B-LOCATION
sentence 1289,Phụ_sản,I-LOCATION
sentence 1289,Hà_Nội,I-LOCATION
sentence 1289,khám,O
sentence 1289,bệnh,O
sentence 1289,.,O
sentence 1290,Khoảng,O
sentence 1290,10h,O
sentence 1290,giờ,O
sentence 1290,sáng,O
sentence 1290,7,B-DATE
sentence 1290,-,I-DATE
sentence 1290,3,I-DATE
sentence 1290,",",O
sentence 1290,bệnh_nhân,O
sentence 1290,được,O
sentence 1290,Trung_tâm,B-ORGANIZATION
sentence 1290,Kiểm_soát,I-ORGANIZATION
sentence 1290,bệnh_tật,I-ORGANIZATION
sentence 1290,Hà_Nội,I-ORGANIZATION
sentence 1290,lấy,O
sentence 1290,mẫu,O
sentence 1290,xét_nghiệm,O
sentence 1290,và,O
sentence 1290,chuyển,O
sentence 1290,bệnh_nhân,O
sentence 1290,sang,O
sentence 1290,Bệnh_viện,B-LOCATION
sentence 1290,Bệnh,I-LOCATION
sentence 1290,Nhiệt_đới,I-LOCATION
sentence 1290,trung_ương,I-LOCATION
sentence 1290,cơ_sở,I-LOCATION
sentence 1290,2,I-LOCATION
sentence 1290,bằng,O
sentence 1290,xe,O
sentence 1290,riêng,O
sentence 1290,.,O
sentence 1291,Theo,O
sentence 1291,báo_cáo,O
sentence 1291,của,O
sentence 1291,Tiểu_ban,O
sentence 1291,điều_trị,O
sentence 1291,",",O
sentence 1291,trong,O
sentence 1291,ngày,O
sentence 1291,10,B-DATE
sentence 1291,-,I-DATE
sentence 1291,8,I-DATE
sentence 1291,có,O
sentence 1291,4,O
sentence 1291,bệnh_nhân,O
sentence 1291,được,O
sentence 1291,công_bố,O
sentence 1291,khỏi,O
sentence 1291,bệnh,O
sentence 1291,tại,O
sentence 1291,Bệnh_viện,B-LOCATION
sentence 1291,Phổi,I-LOCATION
sentence 1291,Đà_Nẵng,I-LOCATION
sentence 1291,",",O
sentence 1291,gồm,O
sentence 1291,3,O
sentence 1291,bệnh_nhân,O
sentence 1291,người,O
sentence 1291,Đà_Nẵng,B-LOCATION
sentence 1291,và,O
sentence 1291,1,O
sentence 1291,bệnh_nhân,O
sentence 1291,người,O
sentence 1291,Quảng_Ngãi,B-LOCATION
sentence 1291,.,O
sentence 1292,Sáng,O
sentence 1292,25/7,B-DATE
sentence 1292,",",O
sentence 1292,bệnh_nhân,O
sentence 1292,và,O
sentence 1292,người_nhà,O
sentence 1292,tới,O
sentence 1292,số,O
sentence 1292,nhà,O
sentence 1292,101,B-LOCATION
sentence 1292,quốc_lộ,I-LOCATION
sentence 1292,14,I-LOCATION
sentence 1292,",",O
sentence 1292,thôn,B-LOCATION
sentence 1292,5,I-LOCATION
sentence 1292,",",O
sentence 1292,xã,B-LOCATION
sentence 1292,Hoà_Thuận,I-LOCATION
sentence 1292,",",O
sentence 1292,TP,B-LOCATION
sentence 1292,Buôn_Ma_Thuột,I-LOCATION
sentence 1292,và,O
sentence 1292,đến,O
sentence 1292,7h,O
sentence 1292,cùng,O
sentence 1292,với,O
sentence 1292,mẹ,O
sentence 1292,và,O
sentence 1292,em_gái,O
sentence 1292,về,O
sentence 1292,nhà,O
sentence 1292,mình,O
sentence 1292,",",O
sentence 1292,ở,O
sentence 1292,đây,O
sentence 1292,cho,O
sentence 1292,đến,O
sentence 1292,ngày,O
sentence 1292,31/7,B-DATE
sentence 1292,.,O
sentence 1293,Bệnh_viện,O
sentence 1293,đón,O
sentence 1293,bệnh_nhân,O
sentence 1293,tại,O
sentence 1293,cổng,O
sentence 1293,",",O
sentence 1293,đưa,O
sentence 1293,theo,O
sentence 1293,lối,O
sentence 1293,riêng,O
sentence 1293,đến_nơi,O
sentence 1293,điều_trị,O
sentence 1293,.,O
sentence 1294,Hội_chẩn,O
sentence 1294,đưa,O
sentence 1294,ra,O
sentence 1294,phương_án,O
sentence 1294,cuối_cùng,O
sentence 1294,Saigontourist,B-ORGANIZATION
sentence 1294,muốn,O
sentence 1294,hỗ_trợ,O
sentence 1294,đưa,O
sentence 1294,bệnh_nhân,O
sentence 1294,người,O
sentence 1294,Anh,O
sentence 1294,về,O
sentence 1294,nước,O
sentence 1294,Bộ,B-ORGANIZATION
sentence 1294,Y_tế,I-ORGANIZATION
sentence 1294,cho_hay,O
sentence 1294,đầu,O
sentence 1294,tuần,O
sentence 1294,tới,O
sentence 1294,tiểu_ban,B-ORGANIZATION
sentence 1294,điều_trị,I-ORGANIZATION
sentence 1294,",",I-ORGANIZATION
sentence 1294,Ban,I-ORGANIZATION
sentence 1294,Chỉ_đạo,I-ORGANIZATION
sentence 1294,chống,I-ORGANIZATION
sentence 1294,dịch,I-ORGANIZATION
sentence 1294,quốc_gia,I-ORGANIZATION
sentence 1294,sẽ,O
sentence 1294,tổ_chức,O
sentence 1294,hội_chẩn,O
sentence 1294,trước,O
sentence 1294,khi,O
sentence 1294,chuyển,O
sentence 1294,bệnh_nhân,O
sentence 1294,sang,O
sentence 1294,khu_vực,O
sentence 1294,phục_hồi,O
sentence 1294,chức_năng,O
sentence 1294,",",O
sentence 1294,bên,O
sentence 1294,cạnh,O
sentence 1294,các,O
sentence 1294,thủ_tục,O
sentence 1294,đưa,O
sentence 1294,bệnh_nhân,O
sentence 1294,phi_công,O
sentence 1294,người,O
sentence 1294,Anh,O
sentence 1294,về,O
sentence 1294,quê_hương,O
sentence 1294,.,O
sentence 1295,"""",O
sentence 1295,Bệnh_nhân,O
sentence 1295,95,B-PATIENT_ID
sentence 1295,"""",O
sentence 1295,là,O
sentence 1295,nam,B-GENDER
sentence 1295,",",O
sentence 1295,20,B-AGE
sentence 1295,tuổi,O
sentence 1295,",",O
sentence 1295,trú,O
sentence 1295,tại,O
sentence 1295,quận,B-LOCATION
sentence 1295,Gò_Vấp,I-LOCATION
sentence 1295,",",O
sentence 1295,du_học_sinh,B-JOB
sentence 1295,tại,O
sentence 1295,Pháp,B-LOCATION
sentence 1295,.,O
sentence 1296,Đến,O
sentence 1296,nay,O
sentence 1296,",",O
sentence 1296,lực_lượng,O
sentence 1296,chức_năng,O
sentence 1296,xác_định,O
sentence 1296,được,O
sentence 1296,44,O
sentence 1296,người,O
sentence 1296,tiếp_xúc,O
sentence 1296,gần,O
sentence 1296,với,O
sentence 1296,"""",O
sentence 1296,bệnh_nhân,O
sentence 1296,73,B-PATIENT_ID
sentence 1296,"""",O
sentence 1296,;,O
sentence 1296,4,O
sentence 1296,người,O
sentence 1296,trong,O
sentence 1296,gia_đình,O
sentence 1296,bệnh_nhân,O
sentence 1296,đã,O
sentence 1296,được,O
sentence 1296,cách_ly,O
sentence 1296,từ,O
sentence 1296,ngày,O
sentence 1296,13/3,B-DATE
sentence 1296,",",O
sentence 1296,3,O
sentence 1296,người,O
sentence 1296,cách_ly,O
sentence 1296,tại,O
sentence 1296,nhà,O
sentence 1296,(,O
sentence 1296,2,O
sentence 1296,người,O
sentence 1296,do,O
sentence 1296,tuổi,O
sentence 1296,cao,O
sentence 1296,",",O
sentence 1296,một,O
sentence 1296,người,O
sentence 1296,đang,O
sentence 1296,dùng,O
sentence 1296,máy,O
sentence 1296,trợ_tim,O
sentence 1296,),O
sentence 1296,.,O
sentence 1297,Sau,O
sentence 1297,đó,O
sentence 1297,ông,O
sentence 1297,B.,B-NAME
sentence 1297,đã,O
sentence 1297,có,O
sentence 1297,thêm,O
sentence 1297,14,O
sentence 1297,ngày,O
sentence 1297,cách_ly,O
sentence 1297,tại,O
sentence 1297,bệnh_viện,O
sentence 1297,và,O
sentence 1297,mới,O
sentence 1297,dương_tính,O
sentence 1297,trở_lại,O
sentence 1297,.,O
sentence 1298,Trong,O
sentence 1298,đó,O
sentence 1298,",",O
sentence 1298,kết_quả,O
sentence 1298,xét_nghiệm,O
sentence 1298,ngày,O
sentence 1298,31,B-DATE
sentence 1298,-,I-DATE
sentence 1298,3,I-DATE
sentence 1298,cho,O
sentence 1298,thấy,O
sentence 1298,bệnh_nhân,O
sentence 1298,154,B-PATIENT_ID
sentence 1298,đã,O
sentence 1298,có,O
sentence 1298,kết_quả,O
sentence 1298,âm_tính,O
sentence 1298,(,O
sentence 1298,lần,O
sentence 1298,1,O
sentence 1298,),O
sentence 1298,",",O
sentence 1298,đã,O
sentence 1298,được,O
sentence 1298,chuyển,O
sentence 1298,qua,O
sentence 1298,khu,O
sentence 1298,cách_ly,O
sentence 1298,khác,O
sentence 1298,theo_dõi,O
sentence 1298,tiếp_tục,O
sentence 1298,",",O
sentence 1298,hiện,O
sentence 1298,sức_khoẻ,O
sentence 1298,cả,O
sentence 1298,2,O
sentence 1298,bệnh_nhân,O
sentence 1298,ổn_định,O
sentence 1298,"""",O
sentence 1298,-,O
sentence 1298,bác_sĩ,O
sentence 1298,Hồng,O
sentence 1298,thông_tin,O
sentence 1298,.,O
sentence 1299,Bệnh_viện,B-ORGANIZATION
sentence 1299,Đà_Nẵng,I-ORGANIZATION
sentence 1299,không,O
sentence 1299,còn,O
sentence 1299,điều_trị,O
sentence 1299,bệnh_nhân,O
sentence 1299,Covid,O
sentence 1299,-,O
sentence 1299,19,O
sentence 1299,.,O
sentence 1300,Tất_cả,O
sentence 1300,người,O
sentence 1300,có,O
sentence 1300,triệu_chứng,O
sentence 1300,không,O
sentence 1300,có,O
sentence 1300,yếu_tố,O
sentence 1300,dịch_tễ,O
sentence 1300,(,O
sentence 1300,không,O
sentence 1300,là,O
sentence 1300,các,O
sentence 1300,F,O
sentence 1300,của,O
sentence 1300,người,O
sentence 1300,nhiễm_bệnh,O
sentence 1300,trước,O
sentence 1300,đó,O
sentence 1300,),O
sentence 1300,:,O
sentence 1300,là,O
sentence 1300,cơ_sở,O
sentence 1300,rất,O
sentence 1300,quan_trọng,O
sentence 1300,để,O
sentence 1300,tìm_kiếm,O
sentence 1300,người_bệnh,O
sentence 1300,không,O
sentence 1300,có,O
sentence 1300,triệu_chứng,O
sentence 1300,Cần,O
sentence 1300,biết,O
sentence 1300,bệnh_nhân,O
sentence 1300,phát_hiện,O
sentence 1300,triệu_chứng,O
sentence 1300,khi,O
sentence 1300,nào,O
sentence 1300,?,O
sentence 1300,Ưu_tiên,O
sentence 1300,truy,O
sentence 1300,lại,O
sentence 1300,tiếp_xúc,O
sentence 1300,trong,O
sentence 1300,khoảng,O
sentence 1300,thời_gian,O
sentence 1300,2,O
sentence 1300,-,O
sentence 1300,7,O
sentence 1300,ngày,O
sentence 1300,trước,O
sentence 1300,đó,O
sentence 1300,",",O
sentence 1300,sau,O
sentence 1300,đó,O
sentence 1300,là,O
sentence 1300,mở_rộng,O
sentence 1300,đến,O
sentence 1300,12.5,O
sentence 1300,rồi,O
sentence 1300,14,O
sentence 1300,ngày,O
sentence 1300,Cần,O
sentence 1300,điều_tra,O
sentence 1300,dịch_tễ,O
sentence 1300,những,O
sentence 1300,F1,O
sentence 1300,",",O
sentence 1300,F2,O
sentence 1300,",",O
sentence 1300,F3,O
sentence 1300,và,O
sentence 1300,mở_rộng,O
sentence 1300,ra,O
sentence 1300,thêm,O
sentence 1300,trong,O
sentence 1300,vùng,O
sentence 1300,gần,O
sentence 1300,đó,O
sentence 1300,với,O
sentence 1300,điều_kiện,O
sentence 1300,là,O
sentence 1300,mới,O
sentence 1300,nhập_cảnh,O
sentence 1300,trong,O
sentence 1300,vòng,O
sentence 1300,4,O
sentence 1300,tuần,O
sentence 1300,kể,O
sentence 1300,từ,O
sentence 1300,thời_điểm,O
sentence 1300,bệnh_nhân,O
sentence 1300,xuất_hiện,O
sentence 1300,triệu_chứng,O
sentence 1300,.,O
sentence 1301,Hiện,O
sentence 1301,bệnh_nhân,O
sentence 1301,điều_trị,O
sentence 1301,tại,O
sentence 1301,Bệnh_viện,B-LOCATION
sentence 1301,Phổi,I-LOCATION
sentence 1301,Đà_Nẵng,I-LOCATION
sentence 1301,.,O
sentence 1302,Có,O
sentence 1302,một,O
sentence 1302,điều,O
sentence 1302,đáng,O
sentence 1302,lo_lắng,O
sentence 1302,ở,O
sentence 1302,5,O
sentence 1302,người,O
sentence 1302,nhiễm,O
sentence 1302,COVID,O
sentence 1302,-,O
sentence 1302,19,O
sentence 1302,được,O
sentence 1302,ghi_nhận,O
sentence 1302,ngày,O
sentence 1302,11,B-DATE
sentence 1302,-,I-DATE
sentence 1302,3,I-DATE
sentence 1302,là,O
sentence 1302,cả,O
sentence 1302,5,O
sentence 1302,trường_hợp,O
sentence 1302,đều,O
sentence 1302,là,O
sentence 1302,lây,O
sentence 1302,thứ_phát,O
sentence 1302,",",O
sentence 1302,đặc_biệt,O
sentence 1302,ca,O
sentence 1302,bệnh,O
sentence 1302,thứ,O
sentence 1302,35,B-PATIENT_ID
sentence 1302,và,O
sentence 1302,39,B-PATIENT_ID
sentence 1302,có,O
sentence 1302,hành_trình,O
sentence 1302,khá,O
sentence 1302,phức_tạp,O
sentence 1302,từ,O
sentence 1302,khi,O
sentence 1302,tiếp_xúc,O
sentence 1302,với,O
sentence 1302,nguồn,O
sentence 1302,bệnh,O
sentence 1302,",",O
sentence 1302,số_lượng,O
sentence 1302,người,O
sentence 1302,phải,O
sentence 1302,cách_ly,O
sentence 1302,sẽ,O
sentence 1302,tăng,O
sentence 1302,lên,O
sentence 1302,.,O
sentence 1303,Đại_diện,O
sentence 1303,Bệnh_viện,B-ORGANIZATION
sentence 1303,Bệnh,I-ORGANIZATION
sentence 1303,Nhiệt_đới,I-ORGANIZATION
sentence 1303,TP.,I-ORGANIZATION
sentence 1303,HCM,I-ORGANIZATION
sentence 1303,cũng,O
sentence 1303,cho,O
sentence 1303,biết,O
sentence 1303,trước,O
sentence 1303,khi,O
sentence 1303,chuyển,O
sentence 1303,bệnh_nhân,O
sentence 1303,đã,O
sentence 1303,xét_nghiệm,O
sentence 1303,chỉ_số,O
sentence 1303,CD4,O
sentence 1303,(,O
sentence 1303,chỉ_số,O
sentence 1303,đánh_giá,O
sentence 1303,miễn_dịch,O
sentence 1303,của,O
sentence 1303,cơ_thể,O
sentence 1303,bệnh_nhân,O
sentence 1303,),O
sentence 1303,cho,O
sentence 1303,thấy,O
sentence 1303,tăng,O
sentence 1303,từ,O
sentence 1303,240,O
sentence 1303,lên,O
sentence 1303,350,O
sentence 1303,và,O
sentence 1303,đang,O
sentence 1303,có,O
sentence 1303,chiều_hướng,O
sentence 1303,tăng,O
sentence 1303,dần,O
sentence 1303,.,O
sentence 1304,Hơn,O
sentence 1304,2.000,O
sentence 1304,công_nhân,O
sentence 1304,",",O
sentence 1304,khoảng,O
sentence 1304,6.500,O
sentence 1304,sinh_viên,O
sentence 1304,ngoại_tỉnh,O
sentence 1304,ở,O
sentence 1304,Đà_Nẵng,B-LOCATION
sentence 1304,muốn,O
sentence 1304,về,O
sentence 1304,nhà,O
sentence 1304,trong,O
sentence 1304,bối_cảnh,O
sentence 1304,dịch_bệnh,O
sentence 1304,ở,O
sentence 1304,thành_phố,O
sentence 1304,này,O
sentence 1304,diễn_biến,O
sentence 1304,phức_tạp,O
sentence 1304,.,O
sentence 1305,Bệnh_nhân,O
sentence 1305,người,O
sentence 1305,Trung_Quốc,O
sentence 1305,vào,O
sentence 1305,Bệnh_viện,B-LOCATION
sentence 1305,Chợ_Rẫy,I-LOCATION
sentence 1305,từ,O
sentence 1305,đầu,O
sentence 1305,mùa,O
sentence 1305,dịch,O
sentence 1305,",",O
sentence 1305,khi,O
sentence 1305,hồi,O
sentence 1305,cứu,O
sentence 1305,lại,O
sentence 1305,phim,O
sentence 1305,X,O
sentence 1305,-,O
sentence 1305,quang,O
sentence 1305,",",O
sentence 1305,hệ_thống,O
sentence 1305,cũng,O
sentence 1305,cảnh_báo,O
sentence 1305,60,O
sentence 1305,-,O
sentence 1305,70%,O
sentence 1305,là,O
sentence 1305,COVID,O
sentence 1305,-,O
sentence 1305,19,O
sentence 1305,chỉ,O
sentence 1305,qua,O
sentence 1305,xem,O
sentence 1305,phim,O
sentence 1305,X,O
sentence 1305,-,O
sentence 1305,quang,O
sentence 1305,.,O
sentence 1306,Chúng_tôi,O
sentence 1306,đang,O
sentence 1306,rà_soát,O
sentence 1306,diện,O
sentence 1306,rộng,O
sentence 1306,tìm,O
sentence 1306,nguồn,O
sentence 1306,lây,O
sentence 1306,và,O
sentence 1306,xác_định,O
sentence 1306,xem,O
sentence 1306,chủng,O
sentence 1306,virus,O
sentence 1306,mà,O
sentence 1306,2,O
sentence 1306,bệnh_nhân,O
sentence 1306,416,B-PATIENT_ID
sentence 1306,và,O
sentence 1306,418,B-PATIENT_ID
sentence 1306,nhiễm,O
sentence 1306,phải,O
sentence 1306,có,O
sentence 1306,gì,O
sentence 1306,nguy_hiểm,O
sentence 1306,",",O
sentence 1306,bởi,O
sentence 1306,cả,O
sentence 1306,2,O
sentence 1306,bệnh_nhân,O
sentence 1306,đều,O
sentence 1306,chuyển,O
sentence 1306,nặng,O
sentence 1306,nhanh,O
sentence 1306,.,O
sentence 1307,Ngày,O
sentence 1307,hôm,O
sentence 1307,sau,O
sentence 1307,",",O
sentence 1307,gia_đình,O
sentence 1307,đang,O
sentence 1307,tổ_chức,O
sentence 1307,tang_lễ,O
sentence 1307,thì,O
sentence 1307,Trung_tâm,B-ORGANIZATION
sentence 1307,Kiểm_soát,I-ORGANIZATION
sentence 1307,bệnh_tật,I-ORGANIZATION
sentence 1307,(,I-ORGANIZATION
sentence 1307,CDC,I-ORGANIZATION
sentence 1307,),I-ORGANIZATION
sentence 1307,Đà_Nẵng,I-ORGANIZATION
sentence 1307,thông_báo,O
sentence 1307,kết_quả,O
sentence 1307,xét_nghiệm,O
sentence 1307,của,O
sentence 1307,ông,O
sentence 1307,dương_tính,O
sentence 1307,với,O
sentence 1307,nCoV,O
sentence 1307,.,O
sentence 1308,Ca,O
sentence 1308,nhiễm,O
sentence 1308,còn,O
sentence 1308,lại,O
sentence 1308,được,O
sentence 1308,ghi_nhận,O
sentence 1308,tại,O
sentence 1308,Hải_Dương,B-LOCATION
sentence 1308,là,O
sentence 1308,"""",O
sentence 1308,bệnh_nhân,O
sentence 1308,950,B-PATIENT_ID
sentence 1308,"""",O
sentence 1308,",",O
sentence 1308,nam,B-GENDER
sentence 1308,",",O
sentence 1308,15,B-AGE
sentence 1308,tuổi,O
sentence 1308,",",O
sentence 1308,tiếp_xúc,O
sentence 1308,với,O
sentence 1308,"""",O
sentence 1308,bệnh_nhân,O
sentence 1308,906,B-PATIENT_ID
sentence 1308,"""",O
sentence 1308,.,O
sentence 1309,Người,O
sentence 1309,này,O
sentence 1309,nhập_cảnh,O
sentence 1309,ngày,O
sentence 1309,11/3,B-DATE
sentence 1309,qua,O
sentence 1309,Cảng_hàng_không,B-LOCATION
sentence 1309,quốc_tế,I-LOCATION
sentence 1309,Tân_Sơn_Nhất,I-LOCATION
sentence 1309,",",O
sentence 1309,lưu_trú,O
sentence 1309,tại,O
sentence 1309,tầng,B-LOCATION
sentence 1309,2,I-LOCATION
sentence 1309,",",I-LOCATION
sentence 1309,khách_sạn,I-LOCATION
sentence 1309,Âu_Lạc,I-LOCATION
sentence 1309,",",O
sentence 1309,phường,B-LOCATION
sentence 1309,Mỹ_Phước,I-LOCATION
sentence 1309,",",O
sentence 1309,thị_xã,B-LOCATION
sentence 1309,Bến_Cát,I-LOCATION
sentence 1309,",",O
sentence 1309,Bình_Dương,B-LOCATION
sentence 1309,.,O
sentence 1310,Ngày,O
sentence 1310,12/7,B-DATE
sentence 1310,",",O
sentence 1310,bà,O
sentence 1310,sốt,B-SYMPTOM_AND_DISEASE
sentence 1310,",",O
sentence 1310,đau,B-SYMPTOM_AND_DISEASE
sentence 1310,ngực,I-SYMPTOM_AND_DISEASE
sentence 1310,",",O
sentence 1310,đến,O
sentence 1310,ngày,O
sentence 1310,22/7,B-DATE
sentence 1310,nhập_viện,O
sentence 1310,tại,O
sentence 1310,Bệnh_viện,B-LOCATION
sentence 1310,C,I-LOCATION
sentence 1310,Đà_Nẵng,I-LOCATION
sentence 1310,.,O
sentence 1311,Một,O
sentence 1311,tuần,O
sentence 1311,sau,O
sentence 1311,",",O
sentence 1311,bệnh_nhân,O
sentence 1311,xuất_hiện,O
sentence 1311,lại,O
sentence 1311,các,O
sentence 1311,triệu_chứng,O
sentence 1311,của,O
sentence 1311,suy,B-SYMPTOM_AND_DISEASE
sentence 1311,thận,I-SYMPTOM_AND_DISEASE
sentence 1311,nên,O
sentence 1311,chuyển,O
sentence 1311,đến,O
sentence 1311,khoa,B-LOCATION
sentence 1311,Hồi_sức,I-LOCATION
sentence 1311,tích_cực,I-LOCATION
sentence 1311,-,I-LOCATION
sentence 1311,Chống,I-LOCATION
sentence 1311,độc,I-LOCATION
sentence 1311,",",I-LOCATION
sentence 1311,Bệnh_viện,I-LOCATION
sentence 1311,Đà_Nẵng,I-LOCATION
sentence 1311,ngày,O
sentence 1311,6/7,B-DATE
sentence 1311,.,O
sentence 1312,Tính,O
sentence 1312,đến,O
sentence 1312,13/3,B-DATE
sentence 1312,",",O
sentence 1312,Việt_Nam,B-LOCATION
sentence 1312,ghi_nhận,O
sentence 1312,thêm,O
sentence 1312,một,O
sentence 1312,trường_hợp,O
sentence 1312,dương_tính,O
sentence 1312,với,O
sentence 1312,nCoV,O
sentence 1312,",",O
sentence 1312,ở,O
sentence 1312,TP,B-LOCATION
sentence 1312,HCM,I-LOCATION
sentence 1312,",",O
sentence 1312,hai,O
sentence 1312,ở,O
sentence 1312,Hà_Nội,B-LOCATION
sentence 1312,",",O
sentence 1312,nâng,O
sentence 1312,tổng_số,O
sentence 1312,bệnh_nhân,O
sentence 1312,Covid,O
sentence 1312,-,O
sentence 1312,19,O
sentence 1312,cả,O
sentence 1312,nước,O
sentence 1312,lên,O
sentence 1312,47,O
sentence 1312,.,O
sentence 1313,Sáng,O
sentence 1313,30,B-DATE
sentence 1313,-,I-DATE
sentence 1313,7,I-DATE
sentence 1313,",",O
sentence 1313,bệnh_nhân,O
sentence 1313,đi,O
sentence 1313,khám,O
sentence 1313,tại,O
sentence 1313,Bệnh_viện,B-LOCATION
sentence 1313,Gia_đình,I-LOCATION
sentence 1313,Đà_Nẵng,I-LOCATION
sentence 1313,để,O
sentence 1313,xin,O
sentence 1313,xét_nghiệm,O
sentence 1313,COVID,O
sentence 1313,-,O
sentence 1313,19,O
sentence 1313,.,O
sentence 1314,Sáng,O
sentence 1314,23/3,B-DATE
sentence 1314,",",O
sentence 1314,Bộ,B-ORGANIZATION
sentence 1314,Y_tế,I-ORGANIZATION
sentence 1314,xác_nhận,O
sentence 1314,"""",O
sentence 1314,bệnh_nhân,O
sentence 1314,116,B-PATIENT_ID
sentence 1314,"""",O
sentence 1314,dương_tính,O
sentence 1314,nCoV,O
sentence 1314,là,O
sentence 1314,bác_sĩ,B-JOB
sentence 1314,nam,B-GENDER
sentence 1314,",",O
sentence 1314,29,B-AGE
sentence 1314,tuổi,O
sentence 1314,đang,O
sentence 1314,làm_việc,O
sentence 1314,tại,O
sentence 1314,Khoa_Cấp,O
sentence 1314,cứu,O
sentence 1314,của,O
sentence 1314,bệnh_viện,O
sentence 1314,.,O
sentence 1315,Bệnh_nhân,O
sentence 1315,trong,O
sentence 1315,độ,O
sentence 1315,tuổi,O
sentence 1315,80,O
sentence 1315,",",O
sentence 1315,nhập_viện,O
sentence 1315,để,O
sentence 1315,điều_trị,O
